attachment,material,angle_deg,sigma_cm_inv,R_percent
附件3,Si,10,749.6914,70.93439946
附件3,Si,10,750.1736,70.95782779
附件3,Si,10,750.6556,70.93467989
附件3,Si,10,751.1378,70.95149796
附件3,Si,10,751.6199,70.95151418
附件3,Si,10,752.1021,70.94046401
附件3,Si,10,752.5841,70.92372186
附件3,Si,10,753.0663,70.92984164
附件3,Si,10,753.5483,70.91989718
附件3,Si,10,754.0305,70.90904839
附件3,Si,10,754.5126,70.90291788
附件3,Si,10,754.9948,70.88170402
附件3,Si,10,755.4768,70.86702132
附件3,Si,10,755.959,70.82922569
附件3,Si,10,756.441,70.83011447
附件3,Si,10,756.9232,70.78232379
附件3,Si,10,757.4053,70.78965981
附件3,Si,10,757.8875,70.75979878
附件3,Si,10,758.3695,70.72998603
附件3,Si,10,758.8517,70.72993195
附件3,Si,10,759.3337,70.70963838
附件3,Si,10,759.8159,70.71115849
附件3,Si,10,760.298,70.68719684
附件3,Si,10,760.7802,70.70245133
附件3,Si,10,761.2622,70.67555166
附件3,Si,10,761.7444,70.63463692
附件3,Si,10,762.2264,70.65440216
附件3,Si,10,762.7086,70.62960065
附件3,Si,10,763.1907,70.60143776
附件3,Si,10,763.6729,70.58571582
附件3,Si,10,764.1549,70.53963813
附件3,Si,10,764.6371,70.53587541
附件3,Si,10,765.1191,70.50800536
附件3,Si,10,765.6013,70.46594236
附件3,Si,10,766.0834,70.44227188
附件3,Si,10,766.5656,70.41096986
附件3,Si,10,767.0476,70.37329421
附件3,Si,10,767.5298,70.34610383
附件3,Si,10,768.0118,70.35763137
附件3,Si,10,768.494,70.34092389
附件3,Si,10,768.9761,70.29467543
附件3,Si,10,769.4583,70.27370236
附件3,Si,10,769.9403,70.25166468
附件3,Si,10,770.4225,70.22159851
附件3,Si,10,770.9045,70.18441564
附件3,Si,10,771.3867,70.1806419
附件3,Si,10,771.8688,70.17963444
附件3,Si,10,772.351,70.13897191
附件3,Si,10,772.833,70.10763583
附件3,Si,10,773.3152,70.09969437
附件3,Si,10,773.7972,70.06747292
附件3,Si,10,774.2794,70.02030561
附件3,Si,10,774.7615,69.98924197
附件3,Si,10,775.2437,69.94889714
附件3,Si,10,775.7257,69.90794954
附件3,Si,10,776.2079,69.84942527
附件3,Si,10,776.6899,69.80182351
附件3,Si,10,777.1721,69.74062671
附件3,Si,10,777.6542,69.70269411
附件3,Si,10,778.1364,69.66394653
附件3,Si,10,778.6184,69.63420596
附件3,Si,10,779.1006,69.58899828
附件3,Si,10,779.5826,69.56631268
附件3,Si,10,780.0648,69.5255994
附件3,Si,10,780.5469,69.50074772
附件3,Si,10,781.0291,69.46416707
附件3,Si,10,781.5111,69.41164674
附件3,Si,10,781.9933,69.35153894
附件3,Si,10,782.4753,69.34358055
附件3,Si,10,782.9575,69.2810121
附件3,Si,10,783.4396,69.21981957
附件3,Si,10,783.9218,69.18207819
附件3,Si,10,784.4038,69.10886756
附件3,Si,10,784.886,69.0518733
附件3,Si,10,785.368,68.97390132
附件3,Si,10,785.8502,68.95203972
附件3,Si,10,786.3323,68.89476831
附件3,Si,10,786.8145,68.82001195
附件3,Si,10,787.2965,68.75635924
附件3,Si,10,787.7787,68.71696823
附件3,Si,10,788.2607,68.64740036
附件3,Si,10,788.7429,68.5850848
附件3,Si,10,789.225,68.50662974
附件3,Si,10,789.7072,68.44889661
附件3,Si,10,790.1892,68.42369432
附件3,Si,10,790.6714,68.37755157
附件3,Si,10,791.1534,68.30080869
附件3,Si,10,791.6356,68.25209396
附件3,Si,10,792.1177,68.18792391
附件3,Si,10,792.5999,68.13490982
附件3,Si,10,793.0819,68.06615936
附件3,Si,10,793.5641,68.01207415
附件3,Si,10,794.0461,67.95278942
附件3,Si,10,794.5283,67.88674168
附件3,Si,10,795.0104,67.84766258
附件3,Si,10,795.4926,67.78657473
附件3,Si,10,795.9746,67.69353093
附件3,Si,10,796.4568,67.62011007
附件3,Si,10,796.9388,67.5366374
附件3,Si,10,797.421,67.47043239
附件3,Si,10,797.9031,67.41658775
附件3,Si,10,798.3853,67.33782507
附件3,Si,10,798.8673,67.26513603
附件3,Si,10,799.3495,67.20153775
附件3,Si,10,799.8315,67.13160066
附件3,Si,10,800.3137,67.06645835
附件3,Si,10,800.7958,66.98919408
附件3,Si,10,801.278,66.92697954
附件3,Si,10,801.76,66.83618075
附件3,Si,10,802.2422,66.75763018
附件3,Si,10,802.7242,66.67653974
附件3,Si,10,803.2064,66.59224256
附件3,Si,10,803.6885,66.51403953
附件3,Si,10,804.1707,66.43183228
附件3,Si,10,804.6527,66.3276415
附件3,Si,10,805.1349,66.26840657
附件3,Si,10,805.6169,66.16723728
附件3,Si,10,806.0991,66.0771598
附件3,Si,10,806.5812,66.00560206
附件3,Si,10,807.0634,65.92776487
附件3,Si,10,807.5454,65.84462871
附件3,Si,10,808.0276,65.76541346
附件3,Si,10,808.5096,65.67229532
附件3,Si,10,808.9918,65.58467104
附件3,Si,10,809.4739,65.49216338
附件3,Si,10,809.9561,65.40331204
附件3,Si,10,810.4381,65.29122612
附件3,Si,10,810.9203,65.23065915
附件3,Si,10,811.4023,65.10969706
附件3,Si,10,811.8845,65.01575851
附件3,Si,10,812.3666,64.9181421
附件3,Si,10,812.8488,64.84142413
附件3,Si,10,813.3308,64.72496117
附件3,Si,10,813.813,64.61805757
附件3,Si,10,814.295,64.51355489
附件3,Si,10,814.7772,64.38710337
附件3,Si,10,815.2593,64.26369547
附件3,Si,10,815.7415,64.13256145
附件3,Si,10,816.2235,64.01015896
附件3,Si,10,816.7057,63.87590816
附件3,Si,10,817.1877,63.79843677
附件3,Si,10,817.6699,63.6686016
附件3,Si,10,818.152,63.56834834
附件3,Si,10,818.6342,63.44343671
附件3,Si,10,819.1162,63.35187379
附件3,Si,10,819.5984,63.23923024
附件3,Si,10,820.0804,63.13396577
附件3,Si,10,820.5626,63.01329714
附件3,Si,10,821.0447,62.88937605
附件3,Si,10,821.5269,62.77149736
附件3,Si,10,822.0089,62.65816177
附件3,Si,10,822.4911,62.5282535
附件3,Si,10,822.9731,62.43479798
附件3,Si,10,823.4553,62.27958765
附件3,Si,10,823.9374,62.16723911
附件3,Si,10,824.4196,62.03742429
附件3,Si,10,824.9016,61.90744362
附件3,Si,10,825.3838,61.76188226
附件3,Si,10,825.8658,61.62614831
附件3,Si,10,826.348,61.51145485
附件3,Si,10,826.8301,61.37906036
附件3,Si,10,827.3123,61.26586079
附件3,Si,10,827.7943,61.11583155
附件3,Si,10,828.2765,60.96057379
附件3,Si,10,828.7585,60.82710903
附件3,Si,10,829.2407,60.68568679
附件3,Si,10,829.7228,60.56023812
附件3,Si,10,830.205,60.40507992
附件3,Si,10,830.687,60.26830511
附件3,Si,10,831.1692,60.08641654
附件3,Si,10,831.6512,59.94624812
附件3,Si,10,832.1334,59.80867042
附件3,Si,10,832.6155,59.65178832
附件3,Si,10,833.0977,59.51608239
附件3,Si,10,833.5797,59.33162453
附件3,Si,10,834.0619,59.19057055
附件3,Si,10,834.5439,59.03296164
附件3,Si,10,835.0261,58.87246318
附件3,Si,10,835.5082,58.70187695
附件3,Si,10,835.9904,58.54289394
附件3,Si,10,836.4724,58.3718589
附件3,Si,10,836.9546,58.1985616
附件3,Si,10,837.4366,58.0440509
附件3,Si,10,837.9188,57.84671293
附件3,Si,10,838.4009,57.70404027
附件3,Si,10,838.8831,57.4983651
附件3,Si,10,839.3651,57.3418336
附件3,Si,10,839.8473,57.17049359
附件3,Si,10,840.3293,57.00169095
附件3,Si,10,840.8115,56.83141946
附件3,Si,10,841.2936,56.65034352
附件3,Si,10,841.7758,56.47198597
附件3,Si,10,842.2578,56.2779738
附件3,Si,10,842.74,56.09626227
附件3,Si,10,843.222,55.92334355
附件3,Si,10,843.7042,55.73014626
附件3,Si,10,844.1863,55.54015072
附件3,Si,10,844.6685,55.32716504
附件3,Si,10,845.1505,55.14653253
附件3,Si,10,845.6327,54.93233783
附件3,Si,10,846.1147,54.73243053
附件3,Si,10,846.5969,54.51157585
附件3,Si,10,847.079,54.30416792
附件3,Si,10,847.5612,54.12289583
附件3,Si,10,848.0432,53.88051615
附件3,Si,10,848.5254,53.68718914
附件3,Si,10,849.0074,53.4581549
附件3,Si,10,849.4896,53.23181397
附件3,Si,10,849.9717,53.02406519
附件3,Si,10,850.4539,52.80908232
附件3,Si,10,850.9359,52.61002433
附件3,Si,10,851.4181,52.40332412
附件3,Si,10,851.9001,52.17975701
附件3,Si,10,852.3823,51.95668298
附件3,Si,10,852.8644,51.76220918
附件3,Si,10,853.3466,51.54212835
附件3,Si,10,853.8286,51.3152113
附件3,Si,10,854.3108,51.10704878
附件3,Si,10,854.7928,50.8936014
附件3,Si,10,855.275,50.65720706
附件3,Si,10,855.7571,50.43823278
附件3,Si,10,856.2393,50.21751569
附件3,Si,10,856.7213,49.95975023
附件3,Si,10,857.2035,49.7341094
附件3,Si,10,857.6855,49.48293952
附件3,Si,10,858.1677,49.22586931
附件3,Si,10,858.6498,48.97779191
附件3,Si,10,859.132,48.72469982
附件3,Si,10,859.614,48.4618566
附件3,Si,10,860.0962,48.20218935
附件3,Si,10,860.5782,47.95232751
附件3,Si,10,861.0604,47.6719635
附件3,Si,10,861.5425,47.40117491
附件3,Si,10,862.0247,47.14324839
附件3,Si,10,862.5067,46.89553882
附件3,Si,10,862.9889,46.62734815
附件3,Si,10,863.4709,46.37091884
附件3,Si,10,863.9531,46.08302719
附件3,Si,10,864.4352,45.81162174
附件3,Si,10,864.9174,45.52589299
附件3,Si,10,865.3994,45.23822235
附件3,Si,10,865.8816,44.94612853
附件3,Si,10,866.3636,44.65113387
附件3,Si,10,866.8458,44.38185053
附件3,Si,10,867.3279,44.08334264
附件3,Si,10,867.8101,43.79323324
附件3,Si,10,868.2921,43.51386349
附件3,Si,10,868.7743,43.20015389
附件3,Si,10,869.2563,42.92896247
附件3,Si,10,869.7385,42.61367653
附件3,Si,10,870.2206,42.3308008
附件3,Si,10,870.7028,42.02263094
附件3,Si,10,871.1848,41.71515854
附件3,Si,10,871.667,41.40412831
附件3,Si,10,872.149,41.09864126
附件3,Si,10,872.6312,40.7749882
附件3,Si,10,873.1133,40.45051859
附件3,Si,10,873.5955,40.12565459
附件3,Si,10,874.0775,39.82440121
附件3,Si,10,874.5597,39.51690982
附件3,Si,10,875.0417,39.1707444
附件3,Si,10,875.5239,38.86314788
附件3,Si,10,876.006,38.53450886
附件3,Si,10,876.4882,38.20717036
附件3,Si,10,876.9702,37.88055719
附件3,Si,10,877.4524,37.55337659
附件3,Si,10,877.9344,37.22644604
附件3,Si,10,878.4166,36.89533288
附件3,Si,10,878.8987,36.55050796
附件3,Si,10,879.3809,36.18261206
附件3,Si,10,879.8629,35.84697119
附件3,Si,10,880.3451,35.51576997
附件3,Si,10,880.8271,35.15093369
附件3,Si,10,881.3093,34.82299986
附件3,Si,10,881.7914,34.46610822
附件3,Si,10,882.2736,34.11795041
附件3,Si,10,882.7556,33.76301861
附件3,Si,10,883.2378,33.40958728
附件3,Si,10,883.7198,33.04366388
附件3,Si,10,884.202,32.70315511
附件3,Si,10,884.6841,32.3442138
附件3,Si,10,885.1663,31.9856562
附件3,Si,10,885.6483,31.62180219
附件3,Si,10,886.1305,31.26065059
附件3,Si,10,886.6125,30.91765633
附件3,Si,10,887.0947,30.53431528
附件3,Si,10,887.5768,30.16741236
附件3,Si,10,888.059,29.79147346
附件3,Si,10,888.541,29.41500256
附件3,Si,10,889.0232,29.03201757
附件3,Si,10,889.5052,28.68918111
附件3,Si,10,889.9874,28.32844523
附件3,Si,10,890.4695,27.93795991
附件3,Si,10,890.9517,27.54820388
附件3,Si,10,891.4337,27.17538945
附件3,Si,10,891.9159,26.79514823
附件3,Si,10,892.3979,26.42433134
附件3,Si,10,892.8801,26.03942921
附件3,Si,10,893.3622,25.67236055
附件3,Si,10,893.8444,25.28955693
附件3,Si,10,894.3264,24.91332373
附件3,Si,10,894.8086,24.51691951
附件3,Si,10,895.2906,24.15185769
附件3,Si,10,895.7728,23.7763246
附件3,Si,10,896.2549,23.38748724
附件3,Si,10,896.7371,23.00288309
附件3,Si,10,897.2191,22.61338986
附件3,Si,10,897.7013,22.23214978
附件3,Si,10,898.1833,21.84333059
附件3,Si,10,898.6655,21.45500446
附件3,Si,10,899.1476,21.06203754
附件3,Si,10,899.6298,20.69347458
附件3,Si,10,900.1118,20.29507561
附件3,Si,10,900.594,19.9001753
附件3,Si,10,901.076,19.51551994
附件3,Si,10,901.5582,19.11819459
附件3,Si,10,902.0403,18.7416866
附件3,Si,10,902.5225,18.36578695
附件3,Si,10,903.0045,17.98346223
附件3,Si,10,903.4867,17.61370086
附件3,Si,10,903.9688,17.22964599
附件3,Si,10,904.4509,16.87834612
附件3,Si,10,904.933,16.4627775
附件3,Si,10,905.4152,16.11148854
附件3,Si,10,905.8972,15.73855778
附件3,Si,10,906.3794,15.35285437
附件3,Si,10,906.8615,15.00007043
附件3,Si,10,907.3436,14.63482497
附件3,Si,10,907.8257,14.28493139
附件3,Si,10,908.3079,13.90595006
附件3,Si,10,908.7899,13.53832327
附件3,Si,10,909.2721,13.18413535
附件3,Si,10,909.7542,12.83993343
附件3,Si,10,910.2363,12.46246754
附件3,Si,10,910.7184,12.11378359
附件3,Si,10,911.2006,11.77324687
附件3,Si,10,911.6826,11.44608301
附件3,Si,10,912.1647,11.10130873
附件3,Si,10,912.6469,10.76327887
附件3,Si,10,913.129,10.43212543
附件3,Si,10,913.6111,10.12345063
附件3,Si,10,914.0932,9.794889417
附件3,Si,10,914.5753,9.471036893
附件3,Si,10,915.0574,9.164129918
附件3,Si,10,915.5396,8.824890912
附件3,Si,10,916.0217,8.517944379
附件3,Si,10,916.5038,8.194361741
附件3,Si,10,916.9859,7.890916986
附件3,Si,10,917.468,7.586458673
附件3,Si,10,917.9501,7.266867376
附件3,Si,10,918.4323,6.986448974
附件3,Si,10,918.9144,6.670362649
附件3,Si,10,919.3965,6.375457679
附件3,Si,10,919.8786,6.092650796
附件3,Si,10,920.3607,5.817321751
附件3,Si,10,920.8428,5.556994681
附件3,Si,10,921.325,5.30458002
附件3,Si,10,921.8071,5.056231035
附件3,Si,10,922.2892,4.804474883
附件3,Si,10,922.7713,4.575025343
附件3,Si,10,923.2534,4.334208789
附件3,Si,10,923.7355,4.102752933
附件3,Si,10,924.2177,3.864318557
附件3,Si,10,924.6998,3.666319473
附件3,Si,10,925.1819,3.432570928
附件3,Si,10,925.664,3.214313807
附件3,Si,10,926.1461,3.00739075
附件3,Si,10,926.6282,2.799368911
附件3,Si,10,927.1104,2.615133075
附件3,Si,10,927.5925,2.434690912
附件3,Si,10,928.0746,2.238484574
附件3,Si,10,928.5567,2.062764472
附件3,Si,10,929.0388,1.904799826
附件3,Si,10,929.5209,1.755750125
附件3,Si,10,930.0031,1.604234709
附件3,Si,10,930.4852,1.460570219
附件3,Si,10,930.9673,1.314465704
附件3,Si,10,931.4494,1.205135709
附件3,Si,10,931.9315,1.089053415
附件3,Si,10,932.4136,0.951116421
附件3,Si,10,932.8958,0.861704889
附件3,Si,10,933.3779,0.772165727
附件3,Si,10,933.86,0.683580317
附件3,Si,10,934.3421,0.610629804
附件3,Si,10,934.8242,0.529143279
附件3,Si,10,935.3063,0.459075858
附件3,Si,10,935.7885,0.401852252
附件3,Si,10,936.2706,0.324871178
附件3,Si,10,936.7527,0.279248279
附件3,Si,10,937.2348,0.241188935
附件3,Si,10,937.7169,0.23029661
附件3,Si,10,938.199,0.189580659
附件3,Si,10,938.6812,0.18340198
附件3,Si,10,939.1633,0.166149145
附件3,Si,10,939.6454,0.14087704
附件3,Si,10,940.1275,0.15734356
附件3,Si,10,940.6096,0.134384598
附件3,Si,10,941.0917,0.163609679
附件3,Si,10,941.5739,0.19076347
附件3,Si,10,942.056,0.209592204
附件3,Si,10,942.5381,0.234245222
附件3,Si,10,943.0202,0.296040742
附件3,Si,10,943.5023,0.338728757
附件3,Si,10,943.9844,0.400919806
附件3,Si,10,944.4666,0.48959744
附件3,Si,10,944.9487,0.567669005
附件3,Si,10,945.4308,0.652521049
附件3,Si,10,945.9129,0.733302542
附件3,Si,10,946.395,0.830658065
附件3,Si,10,946.8771,0.928680825
附件3,Si,10,947.3593,1.041464195
附件3,Si,10,947.8414,1.157058565
附件3,Si,10,948.3235,1.271315949
附件3,Si,10,948.8056,1.408434911
附件3,Si,10,949.2877,1.543741535
附件3,Si,10,949.7698,1.684135095
附件3,Si,10,950.252,1.819510193
附件3,Si,10,950.7341,1.959364412
附件3,Si,10,951.2162,2.131809651
附件3,Si,10,951.6983,2.292712969
附件3,Si,10,952.1804,2.420841563
附件3,Si,10,952.6625,2.621851926
附件3,Si,10,953.1447,2.799269134
附件3,Si,10,953.6268,2.966246193
附件3,Si,10,954.1089,3.154504457
附件3,Si,10,954.591,3.325352118
附件3,Si,10,955.0731,3.530457152
附件3,Si,10,955.5552,3.738893206
附件3,Si,10,956.0374,3.946916935
附件3,Si,10,956.5195,4.166428652
附件3,Si,10,957.0016,4.381730447
附件3,Si,10,957.4837,4.608783131
附件3,Si,10,957.9658,4.827593758
附件3,Si,10,958.4479,5.068941097
附件3,Si,10,958.9301,5.303155356
附件3,Si,10,959.4122,5.537011631
附件3,Si,10,959.8943,5.78928939
附件3,Si,10,960.3764,6.044353477
附件3,Si,10,960.8585,6.269259623
附件3,Si,10,961.3406,6.538623352
附件3,Si,10,961.8228,6.765988045
附件3,Si,10,962.3049,7.047730937
附件3,Si,10,962.787,7.299548415
附件3,Si,10,963.2691,7.584017563
附件3,Si,10,963.7512,7.850607322
附件3,Si,10,964.2333,8.118011668
附件3,Si,10,964.7155,8.388994653
附件3,Si,10,965.1976,8.671351285
附件3,Si,10,965.6797,8.967699331
附件3,Si,10,966.1618,9.254496243
附件3,Si,10,966.6439,9.534123848
附件3,Si,10,967.126,9.826344827
附件3,Si,10,967.6082,10.12485195
附件3,Si,10,968.0903,10.44344505
附件3,Si,10,968.5724,10.73711232
附件3,Si,10,969.0545,11.00846122
附件3,Si,10,969.5366,11.32625296
附件3,Si,10,970.0187,11.62322681
附件3,Si,10,970.5009,11.93130429
附件3,Si,10,970.983,12.22746261
附件3,Si,10,971.4651,12.52247685
附件3,Si,10,971.9472,12.83448003
附件3,Si,10,972.4293,13.13634104
附件3,Si,10,972.9114,13.44820058
附件3,Si,10,973.3936,13.77121095
附件3,Si,10,973.8757,14.05606717
附件3,Si,10,974.3578,14.38725458
附件3,Si,10,974.8399,14.6843259
附件3,Si,10,975.322,15.02126005
附件3,Si,10,975.8041,15.33646705
附件3,Si,10,976.2863,15.64020873
附件3,Si,10,976.7684,15.93774294
附件3,Si,10,977.2505,16.27217443
附件3,Si,10,977.7326,16.57403995
附件3,Si,10,978.2147,16.88941278
附件3,Si,10,978.6968,17.21318705
附件3,Si,10,979.179,17.52990035
附件3,Si,10,979.6611,17.84429742
附件3,Si,10,980.1432,18.17773665
附件3,Si,10,980.6253,18.47643023
附件3,Si,10,981.1074,18.81452682
附件3,Si,10,981.5895,19.12950136
附件3,Si,10,982.0717,19.45340449
附件3,Si,10,982.5538,19.77693344
附件3,Si,10,983.0359,20.06741785
附件3,Si,10,983.518,20.39753608
附件3,Si,10,984.0001,20.72130927
附件3,Si,10,984.4822,21.04283094
附件3,Si,10,984.9644,21.33679902
附件3,Si,10,985.4465,21.62297427
附件3,Si,10,985.9286,21.9669428
附件3,Si,10,986.4107,22.26465746
附件3,Si,10,986.8928,22.59513757
附件3,Si,10,987.3749,22.89814463
附件3,Si,10,987.8571,23.20948417
附件3,Si,10,988.3392,23.52231077
附件3,Si,10,988.8213,23.83333842
附件3,Si,10,989.3034,24.13637316
附件3,Si,10,989.7855,24.43425555
附件3,Si,10,990.2676,24.74786703
附件3,Si,10,990.7498,25.04073826
附件3,Si,10,991.2319,25.34527835
附件3,Si,10,991.714,25.65261307
附件3,Si,10,992.1961,25.93525223
附件3,Si,10,992.6782,26.24085683
附件3,Si,10,993.1603,26.54144862
附件3,Si,10,993.6425,26.82437693
附件3,Si,10,994.1246,27.12904995
附件3,Si,10,994.6067,27.41771344
附件3,Si,10,995.0888,27.72097571
附件3,Si,10,995.5709,28.02084563
附件3,Si,10,996.053,28.30345638
附件3,Si,10,996.5352,28.57482146
附件3,Si,10,997.0173,28.86874551
附件3,Si,10,997.4994,29.14234175
附件3,Si,10,997.9815,29.43156638
附件3,Si,10,998.4636,29.69329536
附件3,Si,10,998.9457,29.98350024
附件3,Si,10,999.4279,30.26625765
附件3,Si,10,999.91,30.53945646
附件3,Si,10,1000.392,30.81494145
附件3,Si,10,1000.874,31.08260985
附件3,Si,10,1001.356,31.35518532
附件3,Si,10,1001.838,31.60998575
附件3,Si,10,1002.321,31.87016318
附件3,Si,10,1002.803,32.15714064
附件3,Si,10,1003.285,32.40680766
附件3,Si,10,1003.767,32.64996802
附件3,Si,10,1004.249,32.91754129
附件3,Si,10,1004.731,33.17142931
附件3,Si,10,1005.213,33.41992418
附件3,Si,10,1005.695,33.67771734
附件3,Si,10,1006.177,33.92245531
附件3,Si,10,1006.66,34.17780771
附件3,Si,10,1007.142,34.4344051
附件3,Si,10,1007.624,34.67316093
附件3,Si,10,1008.106,34.92364705
附件3,Si,10,1008.588,35.18421312
附件3,Si,10,1009.07,35.41040591
附件3,Si,10,1009.552,35.65545726
附件3,Si,10,1010.034,35.90849036
附件3,Si,10,1010.517,36.15848051
附件3,Si,10,1010.999,36.39134635
附件3,Si,10,1011.481,36.60940152
附件3,Si,10,1011.963,36.86182357
附件3,Si,10,1012.445,37.09363307
附件3,Si,10,1012.927,37.33575776
附件3,Si,10,1013.409,37.5824192
附件3,Si,10,1013.891,37.80291639
附件3,Si,10,1014.373,38.01817981
附件3,Si,10,1014.856,38.26930011
附件3,Si,10,1015.338,38.47080385
附件3,Si,10,1015.82,38.70743715
附件3,Si,10,1016.302,38.92660652
附件3,Si,10,1016.784,39.13937383
附件3,Si,10,1017.266,39.33852939
附件3,Si,10,1017.748,39.5621758
附件3,Si,10,1018.23,39.74519551
附件3,Si,10,1018.713,39.95834314
附件3,Si,10,1019.195,40.14767267
附件3,Si,10,1019.677,40.35897139
附件3,Si,10,1020.159,40.54506222
附件3,Si,10,1020.641,40.75925075
附件3,Si,10,1021.123,40.94717779
附件3,Si,10,1021.605,41.16171711
附件3,Si,10,1022.087,41.34204623
附件3,Si,10,1022.569,41.53726422
附件3,Si,10,1023.052,41.72981209
附件3,Si,10,1023.534,41.91273474
附件3,Si,10,1024.016,42.12980309
附件3,Si,10,1024.498,42.31179382
附件3,Si,10,1024.98,42.50620465
附件3,Si,10,1025.462,42.6811078
附件3,Si,10,1025.944,42.86080741
附件3,Si,10,1026.426,43.06327503
附件3,Si,10,1026.908,43.21392784
附件3,Si,10,1027.391,43.40782434
附件3,Si,10,1027.873,43.57551826
附件3,Si,10,1028.355,43.76939272
附件3,Si,10,1028.837,43.92952199
附件3,Si,10,1029.319,44.0888203
附件3,Si,10,1029.801,44.26620516
附件3,Si,10,1030.283,44.4268901
附件3,Si,10,1030.765,44.59470654
附件3,Si,10,1031.248,44.76052911
附件3,Si,10,1031.73,44.89280484
附件3,Si,10,1032.212,45.05432942
附件3,Si,10,1032.694,45.22290822
附件3,Si,10,1033.176,45.38605168
附件3,Si,10,1033.658,45.52889497
附件3,Si,10,1034.14,45.68645979
附件3,Si,10,1034.622,45.84061879
附件3,Si,10,1035.104,45.96996655
附件3,Si,10,1035.587,46.11875277
附件3,Si,10,1036.069,46.27486497
附件3,Si,10,1036.551,46.43203514
附件3,Si,10,1037.033,46.58692108
附件3,Si,10,1037.515,46.70884573
附件3,Si,10,1037.997,46.85849942
附件3,Si,10,1038.479,46.99563192
附件3,Si,10,1038.961,47.12386906
附件3,Si,10,1039.444,47.2932613
附件3,Si,10,1039.926,47.43998772
附件3,Si,10,1040.408,47.58245528
附件3,Si,10,1040.89,47.70067787
附件3,Si,10,1041.372,47.85261167
附件3,Si,10,1041.854,47.96707156
附件3,Si,10,1042.336,48.10588222
附件3,Si,10,1042.818,48.22507256
附件3,Si,10,1043.301,48.34447739
附件3,Si,10,1043.783,48.47559159
附件3,Si,10,1044.265,48.57592708
附件3,Si,10,1044.747,48.70276138
附件3,Si,10,1045.229,48.84558338
附件3,Si,10,1045.711,48.94767279
附件3,Si,10,1046.193,49.09230266
附件3,Si,10,1046.675,49.19150493
附件3,Si,10,1047.157,49.34318228
附件3,Si,10,1047.64,49.4879198
附件3,Si,10,1048.122,49.59100033
附件3,Si,10,1048.604,49.71731583
附件3,Si,10,1049.086,49.83496864
附件3,Si,10,1049.568,49.94999796
附件3,Si,10,1050.05,50.07101214
附件3,Si,10,1050.532,50.1773776
附件3,Si,10,1051.014,50.28731183
附件3,Si,10,1051.496,50.39914652
附件3,Si,10,1051.979,50.47627012
附件3,Si,10,1052.461,50.6002527
附件3,Si,10,1052.943,50.71891465
附件3,Si,10,1053.425,50.78938948
附件3,Si,10,1053.907,50.90763507
附件3,Si,10,1054.389,50.99930973
附件3,Si,10,1054.871,51.10051025
附件3,Si,10,1055.353,51.19487788
附件3,Si,10,1055.835,51.28601323
附件3,Si,10,1056.318,51.40640728
附件3,Si,10,1056.8,51.4944167
附件3,Si,10,1057.282,51.5840237
附件3,Si,10,1057.764,51.66690176
附件3,Si,10,1058.246,51.7737529
附件3,Si,10,1058.728,51.86318483
附件3,Si,10,1059.21,51.94886765
附件3,Si,10,1059.692,52.02860841
附件3,Si,10,1060.175,52.12771987
附件3,Si,10,1060.657,52.20865428
附件3,Si,10,1061.139,52.27901636
附件3,Si,10,1061.621,52.37121092
附件3,Si,10,1062.103,52.46040996
附件3,Si,10,1062.585,52.53233894
附件3,Si,10,1063.067,52.62064939
附件3,Si,10,1063.549,52.68549884
附件3,Si,10,1064.031,52.73824015
附件3,Si,10,1064.514,52.81990168
附件3,Si,10,1064.996,52.89579717
附件3,Si,10,1065.478,52.95985403
附件3,Si,10,1065.96,53.0578201
附件3,Si,10,1066.442,53.10373528
附件3,Si,10,1066.924,53.18749979
附件3,Si,10,1067.406,53.24765343
附件3,Si,10,1067.888,53.32115922
附件3,Si,10,1068.371,53.39091664
附件3,Si,10,1068.853,53.45577931
附件3,Si,10,1069.335,53.52468374
附件3,Si,10,1069.817,53.5867968
附件3,Si,10,1070.299,53.65276609
附件3,Si,10,1070.781,53.71237354
附件3,Si,10,1071.263,53.76443241
附件3,Si,10,1071.745,53.81451789
附件3,Si,10,1072.228,53.87143282
附件3,Si,10,1072.71,53.94245808
附件3,Si,10,1073.192,53.98721248
附件3,Si,10,1073.674,54.03991625
附件3,Si,10,1074.156,54.08094651
附件3,Si,10,1074.638,54.14093616
附件3,Si,10,1075.12,54.17039927
附件3,Si,10,1075.602,54.24495162
附件3,Si,10,1076.084,54.2883984
附件3,Si,10,1076.567,54.34604595
附件3,Si,10,1077.049,54.41940596
附件3,Si,10,1077.531,54.44533462
附件3,Si,10,1078.013,54.48253265
附件3,Si,10,1078.495,54.54113409
附件3,Si,10,1078.977,54.59001008
附件3,Si,10,1079.459,54.62698595
附件3,Si,10,1079.941,54.67753085
附件3,Si,10,1080.423,54.75587941
附件3,Si,10,1080.906,54.77965508
附件3,Si,10,1081.388,54.83460701
附件3,Si,10,1081.87,54.88798689
附件3,Si,10,1082.352,54.90112467
附件3,Si,10,1082.834,54.93350474
附件3,Si,10,1083.316,54.96663319
附件3,Si,10,1083.798,55.03255839
附件3,Si,10,1084.28,55.02796631
附件3,Si,10,1084.762,55.07400662
附件3,Si,10,1085.245,55.10707599
附件3,Si,10,1085.727,55.13589936
附件3,Si,10,1086.209,55.16499847
附件3,Si,10,1086.691,55.19212286
附件3,Si,10,1087.173,55.22681182
